step,sense_time,move_time,deposit_time,diffusion_time
322,3.504753112792969e-05,0.0,9.5367431640625e-07,0.0013623237609863281
323,3.910064697265625e-05,0.0,2.1457672119140625e-06,0.0013170242309570312
324,3.2901763916015625e-05,9.5367431640625e-07,9.5367431640625e-07,0.001316070556640625
325,4.57763671875e-05,9.5367431640625e-07,9.5367431640625e-07,0.001422882080078125
326,3.695487976074219e-05,9.5367431640625e-07,9.5367431640625e-07,0.0012712478637695312
327,3.123283386230469e-05,0.0,9.5367431640625e-07,0.0013303756713867188
328,3.790855407714844e-05,9.5367431640625e-07,1.1920928955078125e-06,0.0013337135314941406
329,3.695487976074219e-05,0.0,1.1920928955078125e-06,0.0012159347534179688
330,3.504753112792969e-05,1.1920928955078125e-06,1.9073486328125e-06,0.0013439655303955078
331,4.00543212890625e-05,0.0,2.1457672119140625e-06,0.0013310909271240234
332,4.029273986816406e-05,9.5367431640625e-07,9.5367431640625e-07,0.0014481544494628906
333,4.696846008300781e-05,9.5367431640625e-07,1.1920928955078125e-06,0.0015249252319335938
334,4.029273986816406e-05,1.1920928955078125e-06,1.1920928955078125e-06,0.0014040470123291016
335,4.00543212890625e-05,9.5367431640625e-07,1.6689300537109375e-06,0.0017120838165283203
336,4.00543212890625e-05,9.5367431640625e-07,9.5367431640625e-07,0.001455068588256836
337,5.0067901611328125e-05,0.0,1.6689300537109375e-06,0.0015690326690673828
338,3.981590270996094e-05,9.5367431640625e-07,1.1920928955078125e-06,0.0014960765838623047
339,4.124641418457031e-05,0.0,9.5367431640625e-07,0.0015668869018554688
340,4.506111145019531e-05,1.1920928955078125e-06,3.0994415283203125e-06,0.0014750957489013672
341,4.100799560546875e-05,9.5367431640625e-07,2.1457672119140625e-06,0.0014872550964355469
342,3.695487976074219e-05,1.1920928955078125e-06,1.1920928955078125e-06,0.001422882080078125
343,4.100799560546875e-05,9.5367431640625e-07,7.152557373046875e-07,0.001363992691040039
344,4.506111145019531e-05,9.5367431640625e-07,1.9073486328125e-06,0.0015077590942382812
345,3.886222839355469e-05,0.0,9.5367431640625e-07,0.0016400814056396484
346,4.291534423828125e-05,1.1920928955078125e-06,2.1457672119140625e-06,0.001474142074584961
347,4.315376281738281e-05,0.0,1.6689300537109375e-06,0.0016813278198242188
348,4.601478576660156e-05,1.1920928955078125e-06,2.1457672119140625e-06,0.0013451576232910156
349,4.601478576660156e-05,9.5367431640625e-07,1.9073486328125e-06,0.0015521049499511719
350,3.910064697265625e-05,9.5367431640625e-07,1.6689300537109375e-06,0.0016770362854003906
351,4.00543212890625e-05,9.5367431640625e-07,1.1920928955078125e-06,0.0014829635620117188
352,4.410743713378906e-05,7.152557373046875e-07,1.9073486328125e-06,0.0014750957489013672
353,4.100799560546875e-05,1.1920928955078125e-06,2.1457672119140625e-06,0.0014619827270507812
354,4.076957702636719e-05,9.5367431640625e-07,1.6689300537109375e-06,0.0014848709106445312
355,3.790855407714844e-05,9.5367431640625e-07,9.5367431640625e-07,0.0015459060668945312
356,3.814697265625e-05,0.0,7.152557373046875e-07,0.001455068588256836
357,3.6716461181640625e-05,9.5367431640625e-07,9.5367431640625e-07,0.0015268325805664062
358,4.00543212890625e-05,0.0,2.1457672119140625e-06,0.0015001296997070312
359,4.124641418457031e-05,0.0,1.9073486328125e-06,0.0016109943389892578
360,4.220008850097656e-05,1.1920928955078125e-06,1.1920928955078125e-06,0.0016508102416992188
361,4.00543212890625e-05,9.5367431640625e-07,9.5367431640625e-07,0.0015881061553955078
362,4.506111145019531e-05,0.0,1.9073486328125e-06,0.0016300678253173828
363,4.00543212890625e-05,9.5367431640625e-07,1.9073486328125e-06,0.0016438961029052734
364,3.886222839355469e-05,0.0,1.9073486328125e-06,0.0017251968383789062
365,3.886222839355469e-05,0.0,2.1457672119140625e-06,0.0014820098876953125
366,4.410743713378906e-05,9.5367431640625e-07,9.5367431640625e-07,0.0013968944549560547
367,3.695487976074219e-05,1.1920928955078125e-06,9.5367431640625e-07,0.0012331008911132812
368,4.1961669921875e-05,7.152557373046875e-07,1.1920928955078125e-06,0.0014798641204833984
369,3.981590270996094e-05,1.1920928955078125e-06,2.1457672119140625e-06,0.0016720294952392578
370,4.315376281738281e-05,9.5367431640625e-07,1.9073486328125e-06,0.00162506103515625
371,4.00543212890625e-05,9.5367431640625e-07,9.5367431640625e-07,0.0016498565673828125
372,4.076957702636719e-05,0.0,9.5367431640625e-07,0.001641988754272461
373,3.981590270996094e-05,0.0,2.1457672119140625e-06,0.00162506103515625
374,4.029273986816406e-05,1.1920928955078125e-06,2.1457672119140625e-06,0.0014011859893798828
375,3.790855407714844e-05,0.0,2.1457672119140625e-06,0.001486063003540039
376,4.00543212890625e-05,0.0,1.1920928955078125e-06,0.0015177726745605469
377,4.124641418457031e-05,0.0,1.9073486328125e-06,0.0018742084503173828
378,4.220008850097656e-05,0.0,9.5367431640625e-07,0.0012857913970947266
379,4.410743713378906e-05,9.5367431640625e-07,1.6689300537109375e-06,0.0016970634460449219
380,4.410743713378906e-05,9.5367431640625e-07,2.1457672119140625e-06,0.0016090869903564453
381,3.981590270996094e-05,7.152557373046875e-07,1.9073486328125e-06,0.001667022705078125
382,3.814697265625e-05,0.0,1.1920928955078125e-06,0.0016460418701171875
383,3.814697265625e-05,9.5367431640625e-07,1.1920928955078125e-06,0.0016760826110839844
384,3.910064697265625e-05,9.5367431640625e-07,7.152557373046875e-07,0.0016560554504394531
385,4.100799560546875e-05,9.5367431640625e-07,1.9073486328125e-06,0.00164794921875
386,4.57763671875e-05,9.5367431640625e-07,1.9073486328125e-06,0.0016748905181884766
387,4.506111145019531e-05,7.152557373046875e-07,2.1457672119140625e-06,0.001811981201171875
388,3.981590270996094e-05,9.5367431640625e-07,2.1457672119140625e-06,0.0017027854919433594
389,3.886222839355469e-05,0.0,1.9073486328125e-06,0.001605987548828125
390,4.220008850097656e-05,0.0,1.9073486328125e-06,0.0016617774963378906
391,3.790855407714844e-05,9.5367431640625e-07,9.5367431640625e-07,0.0017688274383544922
392,3.981590270996094e-05,0.0,1.1920928955078125e-06,0.0014848709106445312
393,3.790855407714844e-05,0.0,1.9073486328125e-06,0.0017306804656982422
394,4.38690185546875e-05,0.0,1.9073486328125e-06,0.00164794921875
395,4.1961669921875e-05,9.5367431640625e-07,9.5367431640625e-07,0.0016360282897949219
396,3.886222839355469e-05,1.1920928955078125e-06,2.1457672119140625e-06,0.0016829967498779297
397,3.981590270996094e-05,0.0,1.9073486328125e-06,0.0015728473663330078
398,5.1021575927734375e-05,9.5367431640625e-07,1.9073486328125e-06,0.00167083740234375
399,4.100799560546875e-05,0.0,1.1920928955078125e-06,0.0016932487487792969
400,4.38690185546875e-05,0.0,7.152557373046875e-07,0.0015380382537841797
401,4.482269287109375e-05,1.1920928955078125e-06,2.1457672119140625e-06,0.0015568733215332031
402,5.698204040527344e-05,0.0,3.0994415283203125e-06,0.0016567707061767578
403,5.2928924560546875e-05,9.5367431640625e-07,1.9073486328125e-06,0.0012857913970947266
404,4.792213439941406e-05,9.5367431640625e-07,9.5367431640625e-07,0.001795053482055664
405,4.482269287109375e-05,9.5367431640625e-07,9.5367431640625e-07,0.0010018348693847656
406,4.696846008300781e-05,1.1920928955078125e-06,9.5367431640625e-07,0.0009999275207519531
407,4.792213439941406e-05,0.0,2.1457672119140625e-06,0.001300811767578125
408,3.504753112792969e-05,0.0,9.5367431640625e-07,0.0014750957489013672
409,4.38690185546875e-05,0.0,1.6689300537109375e-06,0.0012531280517578125
410,3.981590270996094e-05,0.0,1.1920928955078125e-06,0.0014920234680175781
411,3.504753112792969e-05,0.0,2.1457672119140625e-06,0.0015060901641845703
412,3.981590270996094e-05,9.5367431640625e-07,1.9073486328125e-06,0.0016489028930664062
413,3.910064697265625e-05,0.0,9.5367431640625e-07,0.001608133316040039
414,5.0067901611328125e-05,9.5367431640625e-07,1.6689300537109375e-06,0.001522064208984375
415,3.981590270996094e-05,0.0,1.9073486328125e-06,0.0015943050384521484
416,5.1021575927734375e-05,0.0,1.9073486328125e-06,0.0016748905181884766
417,4.315376281738281e-05,1.1920928955078125e-06,2.1457672119140625e-06,0.0016658306121826172
418,4.506111145019531e-05,0.0,2.1457672119140625e-06,0.001444101333618164
419,3.719329833984375e-05,0.0,2.1457672119140625e-06,0.0015070438385009766
420,3.600120544433594e-05,0.0,1.9073486328125e-06,0.0015957355499267578
421,3.5762786865234375e-05,1.1920928955078125e-06,2.1457672119140625e-06,0.0017800331115722656
422,4.00543212890625e-05,9.5367431640625e-07,1.6689300537109375e-06,0.0016481876373291016
423,4.8160552978515625e-05,9.5367431640625e-07,1.9073486328125e-06,0.001683950424194336
424,3.886222839355469e-05,9.5367431640625e-07,1.6689300537109375e-06,0.0016591548919677734
425,3.695487976074219e-05,9.5367431640625e-07,9.5367431640625e-07,0.0018727779388427734
426,4.220008850097656e-05,1.1920928955078125e-06,2.1457672119140625e-06,0.0016498565673828125
427,3.910064697265625e-05,9.5367431640625e-07,2.1457672119140625e-06,0.0015330314636230469
428,3.5762786865234375e-05,9.5367431640625e-07,9.5367431640625e-07,0.00168609619140625
429,3.719329833984375e-05,9.5367431640625e-07,9.5367431640625e-07,0.0017023086547851562
430,3.981590270996094e-05,9.5367431640625e-07,2.1457672119140625e-06,0.001590728759765625
431,4.601478576660156e-05,9.5367431640625e-07,1.9073486328125e-06,0.0013668537139892578
432,5.2928924560546875e-05,7.152557373046875e-07,1.9073486328125e-06,0.001232147216796875
433,3.910064697265625e-05,9.5367431640625e-07,2.1457672119140625e-06,0.001046895980834961
434,3.5762786865234375e-05,0.0,2.1457672119140625e-06,0.0011301040649414062
435,3.3855438232421875e-05,9.5367431640625e-07,9.5367431640625e-07,0.0011148452758789062
436,3.695487976074219e-05,0.0,2.1457672119140625e-06,0.0012359619140625
437,4.076957702636719e-05,0.0,2.1457672119140625e-06,0.0012149810791015625
438,3.504753112792969e-05,1.1920928955078125e-06,9.5367431640625e-07,0.0011429786682128906
439,3.409385681152344e-05,1.1920928955078125e-06,1.9073486328125e-06,0.0011639595031738281
440,3.1948089599609375e-05,1.1920928955078125e-06,2.1457672119140625e-06,0.0012578964233398438
441,3.2901763916015625e-05,9.5367431640625e-07,9.5367431640625e-07,0.0013267993927001953
442,4.100799560546875e-05,0.0,2.1457672119140625e-06,0.0013599395751953125
443,3.5762786865234375e-05,7.152557373046875e-07,2.1457672119140625e-06,0.0014810562133789062
444,4.673004150390625e-05,9.5367431640625e-07,1.9073486328125e-06,0.0013821125030517578
445,5.364418029785156e-05,9.5367431640625e-07,1.9073486328125e-06,0.0013232231140136719
446,3.600120544433594e-05,9.5367431640625e-07,2.1457672119140625e-06,0.0013539791107177734
447,3.62396240234375e-05,0.0,1.1920928955078125e-06,0.0013539791107177734
448,3.4809112548828125e-05,0.0,9.5367431640625e-07,0.0013918876647949219
449,4.00543212890625e-05,1.1920928955078125e-06,9.5367431640625e-07,0.0013539791107177734
450,3.886222839355469e-05,9.5367431640625e-07,9.5367431640625e-07,0.0014498233795166016
451,3.695487976074219e-05,0.0,9.5367431640625e-07,0.0014760494232177734
452,3.314018249511719e-05,0.0,7.152557373046875e-07,0.0012259483337402344
453,3.6716461181640625e-05,0.0,9.5367431640625e-07,0.0012598037719726562
454,3.504753112792969e-05,0.0,1.9073486328125e-06,0.0013461112976074219
455,3.790855407714844e-05,9.5367431640625e-07,2.1457672119140625e-06,0.0016069412231445312
456,3.4809112548828125e-05,9.5367431640625e-07,2.1457672119140625e-06,0.001558065414428711
457,3.504753112792969e-05,0.0,1.1920928955078125e-06,0.001519918441772461
458,3.600120544433594e-05,0.0,1.9073486328125e-06,0.0015437602996826172
459,5.2928924560546875e-05,0.0,2.86102294921875e-06,0.0015747547149658203
460,3.981590270996094e-05,9.5367431640625e-07,9.5367431640625e-07,0.0014982223510742188
461,4.506111145019531e-05,9.5367431640625e-07,2.6226043701171875e-06,0.0015001296997070312
462,4.57763671875e-05,0.0,2.1457672119140625e-06,0.001577138900756836
463,4.1961669921875e-05,9.5367431640625e-07,1.9073486328125e-06,0.0016138553619384766
464,4.291534423828125e-05,9.5367431640625e-07,1.1920928955078125e-06,0.0015380382537841797
465,3.719329833984375e-05,0.0,9.5367431640625e-07,0.0015406608581542969
466,4.8160552978515625e-05,9.5367431640625e-07,1.9073486328125e-06,0.0014488697052001953
467,4.57763671875e-05,9.5367431640625e-07,9.5367431640625e-07,0.0016109943389892578
468,5.602836608886719e-05,0.0,2.1457672119140625e-06,0.0016140937805175781
469,4.601478576660156e-05,1.1920928955078125e-06,1.9073486328125e-06,0.001499176025390625
470,4.00543212890625e-05,0.0,2.1457672119140625e-06,0.0015590190887451172
471,4.1961669921875e-05,9.5367431640625e-07,2.1457672119140625e-06,0.001500844955444336
472,3.719329833984375e-05,9.5367431640625e-07,9.5367431640625e-07,0.0013892650604248047
473,3.719329833984375e-05,1.1920928955078125e-06,7.152557373046875e-07,0.0014820098876953125
474,4.029273986816406e-05,9.5367431640625e-07,1.9073486328125e-06,0.001528024673461914
475,3.790855407714844e-05,9.5367431640625e-07,2.1457672119140625e-06,0.0014748573303222656
476,4.76837158203125e-05,9.5367431640625e-07,2.86102294921875e-06,0.0015139579772949219
477,5.1021575927734375e-05,0.0,1.9073486328125e-06,0.001692056655883789
478,4.7206878662109375e-05,0.0,2.1457672119140625e-06,0.0016689300537109375
479,4.482269287109375e-05,9.5367431640625e-07,1.6689300537109375e-06,0.001644134521484375
480,3.814697265625e-05,9.5367431640625e-07,1.6689300537109375e-06,0.0014188289642333984
481,4.1961669921875e-05,0.0,1.9073486328125e-06,0.0015697479248046875
482,3.266334533691406e-05,0.0,1.9073486328125e-06,0.0011608600616455078
483,3.5762786865234375e-05,9.5367431640625e-07,1.9073486328125e-06,0.0015230178833007812
484,4.410743713378906e-05,0.0,1.9073486328125e-06,0.001748800277709961
485,4.076957702636719e-05,0.0,2.1457672119140625e-06,0.001661062240600586
486,4.291534423828125e-05,9.5367431640625e-07,1.9073486328125e-06,0.0017099380493164062
487,4.1961669921875e-05,0.0,2.1457672119140625e-06,0.0017118453979492188
488,3.910064697265625e-05,9.5367431640625e-07,1.6689300537109375e-06,0.0015718936920166016
489,3.886222839355469e-05,0.0,1.9073486328125e-06,0.0016598701477050781
490,3.886222839355469e-05,9.5367431640625e-07,1.9073486328125e-06,0.0017087459564208984
491,4.1961669921875e-05,0.0,9.5367431640625e-07,0.0017130374908447266
492,4.029273986816406e-05,0.0,1.1920928955078125e-06,0.0017652511596679688
493,3.886222839355469e-05,0.0,1.9073486328125e-06,0.0016489028930664062
494,4.100799560546875e-05,9.5367431640625e-07,3.0994415283203125e-06,0.0015649795532226562
495,4.100799560546875e-05,0.0,9.5367431640625e-07,0.0015900135040283203
496,4.1961669921875e-05,9.5367431640625e-07,1.9073486328125e-06,0.0016980171203613281
497,4.1961669921875e-05,9.5367431640625e-07,1.9073486328125e-06,0.0016558170318603516
498,4.410743713378906e-05,0.0,1.9073486328125e-06,0.0016570091247558594
499,4.029273986816406e-05,0.0,2.1457672119140625e-06,0.0018198490142822266
500,3.910064697265625e-05,0.0,1.9073486328125e-06,0.0017087459564208984
501,4.220008850097656e-05,0.0,2.1457672119140625e-06,0.0016789436340332031
502,4.1961669921875e-05,1.1920928955078125e-06,2.1457672119140625e-06,0.0015540122985839844
503,3.910064697265625e-05,0.0,1.6689300537109375e-06,0.0017240047454833984
504,3.814697265625e-05,0.0,9.5367431640625e-07,0.0017118453979492188
505,3.886222839355469e-05,9.5367431640625e-07,9.5367431640625e-07,0.00168609619140625
506,3.981590270996094e-05,1.1920928955078125e-06,9.5367431640625e-07,0.0017080307006835938
507,4.076957702636719e-05,1.1920928955078125e-06,1.9073486328125e-06,0.0016622543334960938
508,4.315376281738281e-05,0.0,1.9073486328125e-06,0.0016567707061767578
509,4.887580871582031e-05,1.1920928955078125e-06,1.1920928955078125e-06,0.0016660690307617188
510,4.1961669921875e-05,7.152557373046875e-07,1.9073486328125e-06,0.001664876937866211
511,4.100799560546875e-05,9.5367431640625e-07,1.6689300537109375e-06,0.0016100406646728516
512,4.100799560546875e-05,9.5367431640625e-07,9.5367431640625e-07,0.0016858577728271484
513,4.00543212890625e-05,0.0,1.1920928955078125e-06,0.0016620159149169922
514,4.696846008300781e-05,0.0,2.1457672119140625e-06,0.0017521381378173828
515,5.507469177246094e-05,0.0,2.1457672119140625e-06,0.0016961097717285156
516,4.100799560546875e-05,1.1920928955078125e-06,2.1457672119140625e-06,0.0016231536865234375
517,3.910064697265625e-05,9.5367431640625e-07,1.9073486328125e-06,0.001688241958618164
518,3.600120544433594e-05,0.0,1.1920928955078125e-06,0.001504659652709961
519,4.57763671875e-05,9.5367431640625e-07,3.0994415283203125e-06,0.00164794921875
520,4.029273986816406e-05,7.152557373046875e-07,2.1457672119140625e-06,0.0015208721160888672
521,4.1961669921875e-05,0.0,1.6689300537109375e-06,0.0016121864318847656
522,4.124641418457031e-05,9.5367431640625e-07,2.1457672119140625e-06,0.0017049312591552734
523,4.410743713378906e-05,7.152557373046875e-07,1.9073486328125e-06,0.0016028881072998047
524,4.100799560546875e-05,7.152557373046875e-07,2.1457672119140625e-06,0.001516103744506836
525,4.291534423828125e-05,1.1920928955078125e-06,2.1457672119140625e-06,0.0015711784362792969
526,4.100799560546875e-05,9.5367431640625e-07,1.9073486328125e-06,0.0014510154724121094
527,3.790855407714844e-05,0.0,7.152557373046875e-07,0.0014820098876953125
528,4.00543212890625e-05,1.1920928955078125e-06,2.1457672119140625e-06,0.0016329288482666016
529,3.981590270996094e-05,0.0,9.5367431640625e-07,0.0016989707946777344
530,3.981590270996094e-05,0.0,1.1920928955078125e-06,0.0017042160034179688
531,4.00543212890625e-05,0.0,2.1457672119140625e-06,0.0016970634460449219
532,4.100799560546875e-05,0.0,1.9073486328125e-06,0.001692056655883789
533,4.506111145019531e-05,1.1920928955078125e-06,2.1457672119140625e-06,0.0016751289367675781
534,4.1961669921875e-05,1.1920928955078125e-06,1.9073486328125e-06,0.0016951560974121094
535,4.291534423828125e-05,9.5367431640625e-07,1.1920928955078125e-06,0.0017957687377929688
536,3.790855407714844e-05,9.5367431640625e-07,1.9073486328125e-06,0.0017740726470947266
537,3.719329833984375e-05,0.0,1.6689300537109375e-06,0.0017518997192382812
538,3.790855407714844e-05,9.5367431640625e-07,1.9073486328125e-06,0.0016851425170898438
539,3.600120544433594e-05,0.0,9.5367431640625e-07,0.0017008781433105469
540,4.291534423828125e-05,0.0,1.9073486328125e-06,0.0018072128295898438
541,3.886222839355469e-05,0.0,2.1457672119140625e-06,0.0014688968658447266
542,3.600120544433594e-05,0.0,2.1457672119140625e-06,0.0016558170318603516
543,3.981590270996094e-05,9.5367431640625e-07,1.6689300537109375e-06,0.0016660690307617188
544,3.910064697265625e-05,9.5367431640625e-07,9.5367431640625e-07,0.0015950202941894531
545,3.981590270996094e-05,0.0,1.9073486328125e-06,0.0016980171203613281
546,4.267692565917969e-05,9.5367431640625e-07,2.1457672119140625e-06,0.001580953598022461
547,4.482269287109375e-05,0.0,9.5367431640625e-07,0.0016560554504394531
548,4.410743713378906e-05,0.0,1.6689300537109375e-06,0.0014650821685791016
549,4.076957702636719e-05,9.5367431640625e-07,2.1457672119140625e-06,0.0012979507446289062
550,3.790855407714844e-05,0.0,2.1457672119140625e-06,0.0010302066802978516
551,3.314018249511719e-05,9.5367431640625e-07,9.5367431640625e-07,0.0011589527130126953
552,3.910064697265625e-05,0.0,2.1457672119140625e-06,0.0012350082397460938
553,3.409385681152344e-05,1.1920928955078125e-06,9.5367431640625e-07,0.0012049674987792969
554,3.528594970703125e-05,0.0,1.9073486328125e-06,0.0012009143829345703
555,3.2901763916015625e-05,9.5367431640625e-07,1.9073486328125e-06,0.0011990070343017578
556,4.100799560546875e-05,1.1920928955078125e-06,2.1457672119140625e-06,0.0013158321380615234
557,4.410743713378906e-05,9.5367431640625e-07,1.9073486328125e-06,0.001344919204711914
558,3.504753112792969e-05,0.0,2.1457672119140625e-06,0.0012629032135009766
559,3.409385681152344e-05,1.1920928955078125e-06,1.9073486328125e-06,0.0012428760528564453
560,3.814697265625e-05,0.0,1.9073486328125e-06,0.0011692047119140625
561,3.4809112548828125e-05,9.5367431640625e-07,9.5367431640625e-07,0.0013501644134521484
562,3.1948089599609375e-05,1.1920928955078125e-06,1.1920928955078125e-06,0.0013570785522460938
563,3.3855438232421875e-05,0.0,2.1457672119140625e-06,0.0013878345489501953
564,3.409385681152344e-05,9.5367431640625e-07,2.1457672119140625e-06,0.0013241767883300781
565,3.790855407714844e-05,9.5367431640625e-07,2.1457672119140625e-06,0.0013320446014404297
566,3.719329833984375e-05,9.5367431640625e-07,1.9073486328125e-06,0.0013129711151123047
567,4.1961669921875e-05,0.0,9.5367431640625e-07,0.0013320446014404297
568,3.790855407714844e-05,1.1920928955078125e-06,1.1920928955078125e-06,0.0014307498931884766
569,4.76837158203125e-05,9.5367431640625e-07,1.6689300537109375e-06,0.0015149116516113281
570,4.100799560546875e-05,9.5367431640625e-07,1.9073486328125e-06,0.0014982223510742188
571,3.910064697265625e-05,1.1920928955078125e-06,1.9073486328125e-06,0.0015430450439453125
572,4.887580871582031e-05,9.5367431640625e-07,3.0994415283203125e-06,0.0015528202056884766
573,4.76837158203125e-05,9.5367431640625e-07,1.9073486328125e-06,0.0015213489532470703
574,4.124641418457031e-05,9.5367431640625e-07,9.5367431640625e-07,0.0014841556549072266
575,4.291534423828125e-05,9.5367431640625e-07,1.6689300537109375e-06,0.001483917236328125
576,3.600120544433594e-05,9.5367431640625e-07,9.5367431640625e-07,0.0014750957489013672
577,3.4809112548828125e-05,1.1920928955078125e-06,2.1457672119140625e-06,0.0015480518341064453
578,4.410743713378906e-05,9.5367431640625e-07,2.1457672119140625e-06,0.0015299320220947266
579,4.100799560546875e-05,9.5367431640625e-07,1.9073486328125e-06,0.001542806625366211
580,3.7670135498046875e-05,9.5367431640625e-07,9.5367431640625e-07,0.001341104507446289
581,4.482269287109375e-05,0.0,1.9073486328125e-06,0.001584768295288086
582,3.910064697265625e-05,0.0,9.5367431640625e-07,0.0015840530395507812
583,4.100799560546875e-05,9.5367431640625e-07,1.6689300537109375e-06,0.0016131401062011719
584,4.410743713378906e-05,7.152557373046875e-07,1.9073486328125e-06,0.0016407966613769531
585,4.1961669921875e-05,9.5367431640625e-07,1.6689300537109375e-06,0.0016200542449951172
586,3.910064697265625e-05,0.0,9.5367431640625e-07,0.0015187263488769531
587,3.814697265625e-05,0.0,9.5367431640625e-07,0.0015790462493896484
588,3.695487976074219e-05,0.0,9.5367431640625e-07,0.001399993896484375
589,3.790855407714844e-05,0.0,9.5367431640625e-07,0.001505136489868164
590,3.6716461181640625e-05,1.1920928955078125e-06,1.1920928955078125e-06,0.0016450881958007812
591,4.00543212890625e-05,9.5367431640625e-07,1.1920928955078125e-06,0.0014541149139404297
592,4.100799560546875e-05,0.0,2.1457672119140625e-06,0.0017418861389160156
593,3.814697265625e-05,0.0,9.5367431640625e-07,0.001725912094116211
594,3.814697265625e-05,0.0,2.1457672119140625e-06,0.0015108585357666016
595,4.315376281738281e-05,0.0,2.1457672119140625e-06,0.001688241958618164
596,4.1961669921875e-05,9.5367431640625e-07,9.5367431640625e-07,0.0016980171203613281
597,3.790855407714844e-05,0.0,1.9073486328125e-06,0.001622915267944336
598,4.1961669921875e-05,0.0,9.5367431640625e-07,0.0016548633575439453
599,3.981590270996094e-05,9.5367431640625e-07,2.1457672119140625e-06,0.0016791820526123047
600,4.38690185546875e-05,9.5367431640625e-07,2.1457672119140625e-06,0.0017080307006835938
601,3.981590270996094e-05,9.5367431640625e-07,1.9073486328125e-06,0.0016732215881347656
602,3.695487976074219e-05,0.0,1.9073486328125e-06,0.0015139579772949219
603,4.076957702636719e-05,0.0,1.9073486328125e-06,0.0017080307006835938
604,4.100799560546875e-05,9.5367431640625e-07,1.1920928955078125e-06,0.0018050670623779297
605,3.719329833984375e-05,9.5367431640625e-07,9.5367431640625e-07,0.0017037391662597656
606,4.029273986816406e-05,1.1920928955078125e-06,2.1457672119140625e-06,0.0017359256744384766
607,3.981590270996094e-05,9.5367431640625e-07,1.9073486328125e-06,0.0016911029815673828
608,4.220008850097656e-05,0.0,2.1457672119140625e-06,0.0016820430755615234
609,3.695487976074219e-05,9.5367431640625e-07,9.5367431640625e-07,0.0017380714416503906
610,4.100799560546875e-05,1.1920928955078125e-06,2.1457672119140625e-06,0.0016760826110839844
611,4.601478576660156e-05,9.5367431640625e-07,2.1457672119140625e-06,0.0016970634460449219
612,3.790855407714844e-05,1.1920928955078125e-06,9.5367431640625e-07,0.0016818046569824219
613,4.1961669921875e-05,0.0,9.5367431640625e-07,0.0016939640045166016
614,4.100799560546875e-05,9.5367431640625e-07,2.1457672119140625e-06,0.0016789436340332031
615,4.1961669921875e-05,1.1920928955078125e-06,2.1457672119140625e-06,0.001631021499633789
616,3.814697265625e-05,9.5367431640625e-07,1.9073486328125e-06,0.0016407966613769531
617,4.38690185546875e-05,9.5367431640625e-07,1.9073486328125e-06,0.0016410350799560547
618,3.695487976074219e-05,0.0,1.9073486328125e-06,0.0016880035400390625
619,4.100799560546875e-05,1.1920928955078125e-06,9.5367431640625e-07,0.0015869140625
620,4.00543212890625e-05,1.1920928955078125e-06,9.5367431640625e-07,0.0016372203826904297
621,3.910064697265625e-05,0.0,1.9073486328125e-06,0.0016717910766601562
622,4.029273986816406e-05,0.0,1.1920928955078125e-06,0.0015888214111328125
623,4.315376281738281e-05,1.1920928955078125e-06,9.5367431640625e-07,0.0016069412231445312
624,3.981590270996094e-05,0.0,1.9073486328125e-06,0.0016829967498779297
625,3.886222839355469e-05,0.0,9.5367431640625e-07,0.0016787052154541016
626,3.62396240234375e-05,0.0,9.5367431640625e-07,0.0017461776733398438
627,4.696846008300781e-05,9.5367431640625e-07,9.5367431640625e-07,0.0017018318176269531
628,5.2928924560546875e-05,9.5367431640625e-07,2.1457672119140625e-06,0.0018031597137451172
629,4.9114227294921875e-05,7.152557373046875e-07,3.0994415283203125e-06,0.001611948013305664
630,4.100799560546875e-05,9.5367431640625e-07,9.5367431640625e-07,0.0017008781433105469
631,4.1961669921875e-05,9.5367431640625e-07,1.9073486328125e-06,0.0017070770263671875
632,4.100799560546875e-05,9.5367431640625e-07,1.9073486328125e-06,0.001683950424194336
633,4.029273986816406e-05,9.5367431640625e-07,9.5367431640625e-07,0.0017609596252441406
634,4.410743713378906e-05,0.0,9.5367431640625e-07,0.001661062240600586
635,4.673004150390625e-05,1.1920928955078125e-06,1.9073486328125e-06,0.0016782283782958984
636,4.38690185546875e-05,0.0,2.1457672119140625e-06,0.0015540122985839844
637,3.981590270996094e-05,0.0,1.1920928955078125e-06,0.0017249584197998047
638,3.790855407714844e-05,9.5367431640625e-07,1.9073486328125e-06,0.0016849040985107422
639,3.719329833984375e-05,0.0,1.1920928955078125e-06,0.0017101764678955078
640,3.910064697265625e-05,1.1920928955078125e-06,2.1457672119140625e-06,0.0017859935760498047
641,3.814697265625e-05,0.0,1.1920928955078125e-06,0.0016751289367675781
642,4.38690185546875e-05,9.5367431640625e-07,1.1920928955078125e-06,0.0016829967498779297
643,8.082389831542969e-05,1.1920928955078125e-06,1.1920928955078125e-06,0.0015659332275390625
644,3.790855407714844e-05,9.5367431640625e-07,9.5367431640625e-07,0.0016927719116210938
645,3.886222839355469e-05,9.5367431640625e-07,9.5367431640625e-07,0.0017261505126953125
646,3.910064697265625e-05,9.5367431640625e-07,1.1920928955078125e-06,0.001600027084350586
647,3.981590270996094e-05,9.5367431640625e-07,2.1457672119140625e-06,0.0017421245574951172
648,4.100799560546875e-05,0.0,2.1457672119140625e-06,0.0016422271728515625
